SrcFileName,ReportedDateTime,Athletic Fields,Garden,Hard Court Surfaces,Picnic Areas,Playground/Tot Lot,Wading Pool
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-06 14:00:00,0.0,0.0,4.0,2.0,5.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-06 15:00:00,3.0,2.0,3.0,7.0,15.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-06 16:00:00,0.0,0.0,2.0,8.0,8.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-06 17:00:00,0.0,0.0,17.0,10.0,11.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-06 18:00:00,4.0,0.0,9.0,2.0,17.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-06 19:00:00,6.0,0.0,6.0,12.0,10.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-07 12:00:00,16.0,5.0,12.0,8.0,5.0,3.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-07 13:00:00,15.0,9.0,14.0,0.0,6.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-07 14:00:00,7.0,6.0,3.0,9.0,9.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-07 15:00:00,15.0,4.0,0.0,6.0,8.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-07 16:00:00,6.0,8.0,8.0,10.0,8.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-07 17:00:00,7.0,14.0,7.0,10.0,10.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-07 18:00:00,4.0,0.0,6.0,3.0,9.0,3.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 12:00:00,0.0,0.0,0.0,13.0,7.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 13:00:00,1.0,0.0,0.0,0.0,0.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 14:00:00,0.0,12.0,1.0,14.0,15.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 15:00:00,0.0,1.0,15.0,5.0,17.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 16:00:00,0.0,13.0,3.0,12.0,7.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 17:00:00,3.0,6.0,3.0,4.0,18.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 18:00:00,0.0,10.0,0.0,8.0,6.0,13.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-10 19:00:00,0.0,0.0,0.0,0.0,0.0,3.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 12:00:00,0.0,0.0,0.0,0.0,4.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 13:00:00,0.0,0.0,0.0,5.0,9.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 14:00:00,0.0,0.0,1.0,5.0,9.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 15:00:00,0.0,0.0,15.0,1.0,10.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 16:00:00,4.0,0.0,1.0,12.0,4.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 17:00:00,6.0,0.0,12.0,17.0,16.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 18:00:00,7.0,0.0,10.0,3.0,11.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-11 19:00:00,6.0,0.0,8.0,3.0,7.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 12:00:00,0.0,0.0,0.0,0.0,25.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 13:00:00,0.0,0.0,0.0,5.0,3.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 14:00:00,0.0,3.0,7.0,5.0,6.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 15:00:00,0.0,4.0,8.0,13.0,18.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 16:00:00,8.0,14.0,6.0,5.0,14.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 17:00:00,0.0,13.0,18.0,3.0,1.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 18:00:00,15.0,12.0,9.0,5.0,9.0,2.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-12 19:00:00,0.0,11.0,3.0,0.0,14.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-14 12:00:00,0.0,0.0,2.0,0.0,5.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-14 13:00:00,0.0,0.0,0.0,0.0,5.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-14 14:00:00,0.0,0.0,2.0,0.0,3.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-14 15:00:00,4.0,0.0,4.0,4.0,8.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-14 16:00:00,4.0,0.0,6.0,4.0,10.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-14 17:00:00,4.0,0.0,8.0,7.0,6.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-14 18:00:00,6.0,0.0,6.0,5.0,6.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 12:00:00,0.0,0.0,5.0,3.0,2.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 13:00:00,0.0,0.0,16.0,4.0,5.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 14:00:00,0.0,0.0,16.0,12.0,12.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 15:00:00,0.0,0.0,18.0,12.0,15.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 16:00:00,0.0,0.0,17.0,7.0,15.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 17:00:00,0.0,0.0,4.0,17.0,6.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 18:00:00,0.0,0.0,6.0,11.0,4.0,18.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-17 19:00:00,0.0,0.0,8.0,8.0,12.0,2.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 12:00:00,0.0,0.0,0.0,0.0,12.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 13:00:00,0.0,0.0,3.0,11.0,16.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 14:00:00,0.0,0.0,18.0,17.0,5.0,7.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 15:00:00,4.0,0.0,10.0,4.0,2.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 16:00:00,4.0,0.0,8.0,11.0,16.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 17:00:00,6.0,0.0,12.0,15.0,15.0,11.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 18:00:00,7.0,0.0,6.0,0.0,7.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-18 19:00:00,8.0,0.0,6.0,3.0,11.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 12:00:00,3.0,0.0,14.0,2.0,15.0,17.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 13:00:00,1.0,0.0,8.0,8.0,6.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 14:00:00,2.0,0.0,0.0,7.0,17.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 15:00:00,0.0,0.0,12.0,4.0,10.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 16:00:00,0.0,0.0,2.0,5.0,0.0,17.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 17:00:00,0.0,0.0,15.0,14.0,9.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 18:00:00,17.0,0.0,11.0,7.0,16.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-19 19:00:00,15.0,0.0,2.0,0.0,0.0,2.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 22:00:00,0.0,4.0,16.0,8.0,12.0,
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 12:00:00,0.0,0.0,0.0,7.0,5.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 13:00:00,0.0,0.0,0.0,0.0,9.0,11.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 14:00:00,0.0,0.0,0.0,0.0,10.0,14.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 15:00:00,1.0,0.0,5.0,0.0,7.0,2.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 16:00:00,18.0,4.0,1.0,15.0,14.0,2.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 17:00:00,16.0,18.0,5.0,3.0,15.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 18:00:00,15.0,15.0,1.0,14.0,2.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 19:00:00,15.0,7.0,8.0,4.0,16.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 20:00:00,3.0,11.0,12.0,0.0,7.0,
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-20 21:00:00,15.0,17.0,9.0,7.0,14.0,
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 12:00:00,6.0,0.0,0.0,2.0,6.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 13:00:00,5.0,0.0,0.0,9.0,16.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 14:00:00,0.0,0.0,0.0,12.0,0.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 15:00:00,0.0,0.0,0.0,4.0,12.0,20.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 16:00:00,0.0,0.0,0.0,18.0,0.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 17:00:00,3.0,1.0,2.0,7.0,13.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 18:00:00,4.0,0.0,1.0,14.0,4.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-21 19:00:00,3.0,2.0,0.0,2.0,2.0,3.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 12:00:00,0.0,0.0,0.0,6.0,19.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 13:00:00,0.0,0.0,0.0,0.0,0.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 14:00:00,0.0,0.0,0.0,0.0,0.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 15:00:00,0.0,15.0,12.0,2.0,9.0,2.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 16:00:00,0.0,9.0,8.0,6.0,3.0,11.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 17:00:00,0.0,3.0,12.0,8.0,5.0,3.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 18:00:00,0.0,15.0,9.0,8.0,7.0,13.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 19:00:00,0.0,8.0,0.0,11.0,2.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 20:00:00,,2.0,6.0,17.0,17.0,9.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-24 21:00:00,,15.0,13.0,1.0,9.0,2.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 12:00:00,100.0,0.0,0.0,0.0,10.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 13:00:00,85.0,0.0,0.0,0.0,6.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 14:00:00,20.0,0.0,4.0,0.0,6.0,14.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 15:00:00,0.0,0.0,4.0,2.0,12.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 16:00:00,0.0,0.0,6.0,4.0,4.0,29.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 17:00:00,0.0,0.0,8.0,0.0,4.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 18:00:00,0.0,0.0,8.0,0.0,0.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-25 19:00:00,0.0,0.0,4.0,2.0,0.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 12:00:00,0.0,0.0,0.0,0.0,0.0,4.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 13:00:00,0.0,0.0,0.0,0.0,3.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 14:00:00,0.0,0.0,2.0,0.0,3.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 15:00:00,11.0,2.0,13.0,6.0,13.0,3.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 16:00:00,18.0,4.0,17.0,15.0,17.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 17:00:00,3.0,11.0,3.0,3.0,2.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 18:00:00,20.0,0.0,3.0,0.0,5.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-26 19:00:00,10.0,0.0,3.0,0.0,6.0,0.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-27 13:00:00,,14.0,14.0,6.0,17.0,11.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-27 14:00:00,,18.0,0.0,2.0,11.0,11.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-27 16:00:00,0.0,2.0,0.0,6.0,6.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-27 17:00:00,0.0,0.0,10.0,7.0,12.0,15.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-27 18:00:00,0.0,0.0,7.0,0.0,8.0,16.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-27 19:00:00,0.0,0.0,24.0,2.0,10.0,19.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-28 13:00:00,0.0,0.0,1.0,5.0,5.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-28 14:00:00,1.0,0.0,0.0,3.0,5.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-28 15:00:00,2.0,0.0,0.0,3.0,5.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-28 16:00:00,0.0,0.0,1.0,0.0,0.0,9.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-28 17:00:00,0.0,0.0,0.0,0.0,2.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 12:00:00,20.0,0.0,3.0,7.0,7.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 13:00:00,0.0,0.0,0.0,3.0,6.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 14:00:00,0.0,0.0,0.0,0.0,3.0,10.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 15:00:00,0.0,0.0,0.0,0.0,3.0,12.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 16:00:00,0.0,0.0,0.0,0.0,0.0,5.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 17:00:00,0.0,0.0,3.0,0.0,5.0,8.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 18:00:00,0.0,0.0,0.0,2.0,15.0,6.0
_GitHub_ExcelDataCollectionParser2_data_sample_folder_3_2017_LocationD_TypeB_,2017-07-31 19:00:00,10.0,0.0,0.0,8.0,9.0,4.0
