SrcFileName,ReportedDateTime,Athletic Fields,Garden,Hard Court Surfaces,Picnic Areas,Playground/Tot Lot,Trails/Paths,Wading Pool
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-11 12:00:00,6.0,5.0,9.0,,,3.0,6.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-11 13:00:00,0.0,1.0,8.0,2.0,1.0,11.0,2.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-11 14:00:00,9.0,1.0,,9.0,5.0,11.0,2.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-11 17:00:00,10.0,,5.0,11.0,16.0,1.0,2.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-11 18:00:00,15.0,,,,,,6.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-11 19:00:00,110.0,,3.0,14.0,22.0,3.0,7.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-11 20:00:00,111.0,,3.0,15.0,27.0,1.0,6.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 10:00:00,2.0,5.0,,,,4.0,0.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 11:00:00,5.0,0.0,,,,0.0,5.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 12:00:00,6.0,5.0,,,,3.0,6.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 13:00:00,0.0,1.0,,,,11.0,2.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 14:00:00,9.0,1.0,,,,11.0,2.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 17:00:00,10.0,,,,,1.0,2.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 18:00:00,15.0,,,,,2.0,6.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 19:00:00,110.0,,,,,3.0,7.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-12 20:00:00,111.0,,,,,1.0,6.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-08 10:00:00,8.0,,3.0,19.0,17.0,2.0,2.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-08 11:00:00,21.0,,4.0,11.0,9.0,1.0,8.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-08 12:00:00,130.0,,5.0,19.0,23.0,1.0,13.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-08 13:00:00,120.0,,6.0,10.0,28.0,3.0,11.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-09-08 14:00:00,7.0,,2.0,5.0,7.0,1.0,2.0
